overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
1.0,,True,"07 12, 2017",A33O8KLHG2498U,B00OX9OLYA,,Katie,"Best not to order any gift card from Amazon other than their own.  I found this out the hard way.  I ordered 3 of them, sent to an out of date email address.  When I found out about it I turned to Amazon customer service.  They gave me phone numbers and/or email addresses and told me to handle it myself.  OK.  I contacted each vendor individually.  1 of them I can only get an automated response saying that I need to talk to Amazon.
 The other 2 read me the part of the contract that says Amazon administers all of the gift card they issue.  So back to Amazon, who told me (again) to handle it myself.  I asked for a supervisor, who gave me the gift card numbers (which I did not previously have) and also told me she would forward the issue on to the gift card department.  She promised somebody would contact me within the next 2 days, and also told me that if I did not hear from anybody, to re-contact her.  It has been almost 3 weeks, and though I have tried multiple times, I have not heard from the gift card department, and all attempts to reach Timi again have gone unanswered.  Apparently you are just out of luck if there is an issue.  I recommend not purchasing this product from Amazon.",Don't do it!,1499817600,
1.0,28,True,"11 16, 2015",A3T1XROMICV6P8,B016PASEN8,,Eric Davis,Gift card arrived with a balance of $0.,$0 Balance Gift Card,1447632000,
1.0,6,False,"05 15, 2015",AE7NEIE6GGZIG,B00FJ4CDGQ,,Tiffany,If you look at the pic you can clearly see you are getting ripped off.,look at the price in the pic!,1431648000,
1.0,,True,"12 24, 2015",AIX2020ZXOANC,B00PMLD91O,,Amazon Customer,worst gift card I have ever used - nothing worked - tried multiple times and could not populate or send,worst gift card I have ever tried to send!,1450915200,
1.0,147,True,"02 27, 2017",A1YMY4A4QEBARG,B01GKWEPBG,,Susan W.,"I purchased a $300 hotels.com gift card for my parents for Christmas so they could stay at a specific hotel when they are traveling in a couple of months, which is a hotel listed on their website.  When we went to book the room at hotels.com we found out that we cannot do it with the gift card.  I called and spoke to four different people that could not help me and some had little understanding of what I was saying.  I was not informed that their own gift card does not cover everything on their own website.  I will not be buying anymore gift cards from them or booking my hotel rooms through hotels.com.  I feel like I was led to believe that as long as I purchased through hotels.com it would work.  I will not be doing this again and I am sure to tell others about my experience.",giftcard not good at most hotels on hotels.com,1488153600,
1.0,,True,"03 23, 2013",A28X7117RK5TOW,B003CMYYGY,,StylinGirl,These cards are bogus! I had them sent to my brother in law who was literally starving so he could eat as it is the nearest restaurant. Both cards are  invalid. We checked at the store and called customer service. Do not spend your money here.,Zero stars. I was ripped off!,1363996800,
1.0,,True,"12 20, 2016",A4KIUIX89Z1RM,B004Q7CK9M,{'Gift Amount:': ' 50'},Amazon Customer,NEVER GOT MY GIFT CARD BUT OKAY AMAZON U SUCK ! I WOULD POST A PICTURE IF IT CAME TO MY HOUSE BUT IT DIDN'T!,NEVER GOT MY GIFT CARD BUT OKAY AMAZON U SUCK! I WOULD POST A PICTURE IF IT CAME ...,1482192000,
1.0,,True,"10 21, 2015",A36Z2RL493K6RN,B00BXLWD0U,,TinaMarie,"These cards were the worst.  When I went to use them online and had to reveal the pin numbers, the backing came off the card and I couldn't use them.  I had to drive all the way to a store to use them.  Also, they were cardboard.  The cashier at the store said they don't even use cardboard anymore and was reluctant to take them.  Very bad experience!",What a piece of junk!,1445385600,
1.0,,True,"09 19, 2017",A8BD9R0DLC23X,B00KV30IHG,,Luke Jung,No it didn't even work I would like to be sent another please,It sucked,1505779200,
1.0,,False,"10 6, 2014",A368H879WQKH08,B004Q7CK9M,{'Gift Amount:': ' 250'},halinton,"En Espaol .. Hola compre la tarjeta  ""Gift Card"" pero no entend porque no me llego de forma digital como la esperaba, como hago para que me llegue de forma digital? tal cual como las que he comprado antes, gracias Halinton Espinoza...

Hi .. In Spanish buy the ""Gift Card"" but did not understand why I do not get me digitally as expected, as do I that gets me digitally ? such as those which I have bought before, thanks Halinton Espinoza ...",halintond@hotmail.com,1412553600,
1.0,17,True,"12 20, 2015",A2O316NQOSINEF,B00JDQKFPC,,Sheila Wood,,Amazon $50 gift card i boight in a silver tin.,1450569600,"['https://images-na.ssl-images-amazon.com/images/I/714TN8rCR6L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71Hk6fy4lML._SY88.jpg']"
1.0,,False,"06 23, 2016",A19BMK69ZPGJR4,B004KNWX0S,,edna morton,The Worst App Ever Developed for Sending an Ecard......,One Star,1466640000,
1.0,4,False,"01 28, 2012",A1BG4FTZERNCIR,B005ESMMWW,,pissed off,"Your Amazon gift card is as worthless as wet toilet paper,nothing was said at the time of purchase about having to use a default credit card in order to use the gift card, this is crap---You can keep Your damn card,I'll use real money someplace else.",ripped off,1327708800,
1.0,2,True,"07 4, 2017",A3C2G0EMF4JZZ4,B00AR51Y5I,,Dan Miser,No balance on the card. No one to chat with to fix it.,One Star,1499126400,
1.0,,False,"07 28, 2017",A1QY7P6G6H0GBM,B00BXLTR6S,,joan coney,"It's a rip off. After spending 1 and 1/2 hours on hold (phone on speaker, doing other things), customer service finally picked up, took the card # and pin # and then told me that the 3 cards (with a value of $45) had not been properly activated at the store where they were purchased, so I would return to the store where they were purchased with a receipt.

Well they worthless cards were given as a Christmas present from family that lives in another state.  So much for any help from Customer Service.  But they did tell me repeatedly that they understood my frustration but -they couldn't do anything to help.

I'll never purchase Fandango gift cards.  What a rip off!",If the store selling them doesn't properly activate the cards  it's a total rip off and customer service can 't help,1501200000,
1.0,15,True,"06 17, 2016",AC8J4CVKTJX29,B00BXLTR6S,,JP,"I only bought this because it was on sale. The reality is that you'll spend more on the ""convenience fee"" than you'll likely save when it's on sale. I can't think of ANY reason to buy it at full price. It's deceptive and I'm disappointed in Fandango. I don't know why they continue to sell these. Maybe people like me who didn't know better.",Fees Defeat the Purpose!!!!,1466121600,
1.0,,False,"01 30, 2017",A3EES4CSUCIEUE,B00JDQJZWG,{'Gift Amount:': ' 25'},pinky,Don't buy gift cards from Amazon.  The carrier does not deliver.,Gift cards are a bust,1485734400,
1.0,12,True,"04 24, 2017",A27F4JS0741SPR,B01FYJMJHI,,RSW,Safeway wouldn't take this gift card.  I bought it for my sister who needed groceries - she did all her shopping got to the check out and they said they didn't take e-gift cards.  I'm so upset.  They wouldn't even try to run it.  VERY UPSETTING!,DON'T BUY THIS!!!,1492992000,
1.0,,True,"05 25, 2014",A1H3I3RHFJFQIB,B00I542DM6,,Mark Nilsson,Stupid you can't use this internationally. I purchased this for a gift for my mother in Australia and she had to convert her account to Amazon.com (from Australia) to use it,USA only,1400976000,
1.0,4,True,"03 14, 2015",AVR10PC7O1HUC,B0080IR6BA,{'Gift Amount:': ' 50'},BlackNarm,"Absolutely Horrible!! The card comes with a claim code that has a sticker over it to conceal it and when removing it the last 3 or 4 digits could not be seen, therefore I was unable to add it to my account. I've called 4 times and customer service said they were unable to verify it was a valid card going off of the fully legible serial numbers. 5 Days and I still don't have the money in my account! NOT RECOMMENDED!!","Absolutely Horrible, Gift Card Activation Process!!",1426291200,
1.0,,True,"12 31, 2015",A2LNQSC0566X6V,B0091JKY0M,{'Gift Amount:': ' 100'},Melissa,"Card arrived but it is not activated, can't seem to be activated and is unusable.",One Star,1451520000,
1.0,44,True,"09 15, 2016",AL6QVS7MNFICU,B00GOLGWVK,,ChaRed,"be careful !  I ordered $50 card.  Then I went to Panerabread 2 weeks later when card came.  My card balance became zero.
I checked website of card balance.  someone stole number and used two times and became zero.
I guess someone who handled this card used....  very danger.
Another card was OK still have balance.
Be careful if you order gift card through amazon.",balance is zero !,1473897600,
1.0,,True,"04 16, 2018",AMFSCQL2R4IYS,B004LLIKVU,{'Gift Amount:': ' 50'},Stetson weidow,Once you've bought it there's no turning back.,One Star,1523836800,
1.0,,True,"06 22, 2015",A1CE8ACUPF13IU,B0066AZGD4,,Carole R. Talbott,The faces we're cut off...different than what appeared when I ordered it. I was very disappointed.,I was very disappointed.,1434931200,
1.0,7,True,"08 22, 2016",A3TOEC8R1ZCD8L,B0172YKFLK,,Amazon Customer,This was spammed to my account. I did not order it at all,One Star,1471824000,
1.0,,True,"03 31, 2018",A1HXNNVG8CMXAF,B004LLIKVU,{'Gift Amount:': ' 50'},revkmd,"So disappointing! I purchased these for my teens Easter baskets. I carefully selected a cute Happy Easter message. When I go to print it, it will only print with a Happy Birthday message. How ridiculous is THAT going to look in an Easter basket?!? So frustrating. Will not use this service again. Im",Will not print with correct message or picture,1522454400,
1.0,25,True,"01 25, 2016",A1TCUEVXPCIW8T,B00NU7V6JE,,Amazon Customer,"Print out gift card does not work at all. The cashier at Wholefood ( Hasting ranch, CA)  always has trouble scanning it and I ended up hogging the line. Terrible experience and will never purchase the E gift card again.",Unpleasant experience,1453680000,
1.0,,True,"08 4, 2015",A3FCIXQZ5NMD2N,B00H5BMIHA,,Tristine Rainer,I could not open it. I did not receive a gift card. Please help,One Star,1438646400,
1.0,,True,"05 16, 2015",A28W4ZLTSNDPFR,B004LLIL78,,JoAnn A,I had chosen a retirement theme card and after repeated tries I was given just the generic amazon gift paper that I printed--- I had hoped for the tropical island or something similar that made it stand out more as a celebration.,I had chosen a retirement theme card and after repeated ...,1431734400,
1.0,,True,"02 1, 2016",AF5NK3QLMC918,B018T7G9XM,,D. Dubuque,I never got such a gift card,One Star,1454284800,
1.0,3,True,"12 9, 2016",A2EDKMZBQE5G9P,B00GOLQ9AY,,Zine.Chant,Not work in local store,One Star,1481241600,
1.0,,True,"03 8, 2018",A1ZGU6AEVZDV8P,B00OR54DES,,Andre A Langlais,I do not remember receiving this gift card,One Star,1520467200,
1.0,,True,"02 25, 2014",A1CZ6F8MOY2YA8,B0066AZGD4,,Tavin,"I never go the gift card and amazon won't do anything about it, very dissatisfied and won't be buying another",Crap,1393286400,
1.0,,True,"06 16, 2014",A2P7P744RZA7G4,B004LLIL5A,,lindalu,"The above item was requested for immediate delivery on 5/24/14.  I was notified that it had been sent but never informed it was delivered.  I had to go through customer service to have it delivered.

Also on 5/11/14  I ordered another gift card to be delivered to a different recipient which was marked as sent but never as  delivered.  After contacting customer service I was informed that it was undeliverable and the charge was credited to my credit card.

The problem is I was never contacted about these problems.  Up until now I thought Amazon Gift  Cards was a great idea.  However, I NO LONGER HAVE ANY FAITH THAT I CAN ORDER A GIFT CARD AND BELIEVE IT WILL BE DELIVERED.  Especially since I am never notified that there is a problem with the delivery (the most important part).  I am extremely disappointed.

From my last two experiences it is apparent that Amazon has a problem with deliveries and/or notifying the customer when it occurs and trying to work the problem out.",Item not delivered until I had to call customer service and have it delivered manually.,1402876800,
1.0,,True,"03 26, 2017",A3SL8NO7M4MHGR,B015QELP0S,,Amazon Customer,"The "" Free Appetizer"" portion of the gift card expired a year ago!!",False Advertising,1490486400,
1.0,,False,"05 15, 2016",A6WIJB9OU2FA4,B004Q7CK9M,{'Gift Amount:': ' 50'},Craig S.,Could not write a message on this card.  What good is it?,What good is it,1463270400,
1.0,,True,"10 9, 2015",A211R9P3O8LY3C,B00AF0K82U,,DIEGO MADURGA DIEZ,"It was a gift for my father who has an Amazon.es account. Since I bought it from an Amazon.com account he could not use it and he was forced to open an Amazon.com account, were he has not got a good selection of titles in Spanish. Amazon.es and .com told us we could transfer the money into the other accounts and after three phone calls and three times being told we would have the money transferred in two working days the money is still in the new useless account",Amazon have been useless,1444348800,
1.0,4,True,"04 20, 2017",A1YTC90YH3DA51,B004Q7CK9M,{'Gift Amount:': ' 50'},hpjjj,It would not let me buy anything. It kept telling me that the claim code is locked. Never used. oh well it was a good idea..,oh well it was a good idea.,1492646400,
1.0,8,True,"01 22, 2017",AM7FQUKDFCQZK,B0172YGNGQ,,Jennifer A. Cooley,Do not order gift cards from Amazon or this company. Before I ordered $150 worth of gift card from this company I did  a search on their website to make sure I could use them in my area bc I have never heard of this company before. My search returned 5 gas stations within a 10 mile radius where I could use them. I took them to these gas stations and no one had ever heard of this company. I tried relentlessly to get the money back from Amazon they referred me to the company and the company referred me back to Amazon. Needless to say I am stuck with $150 worth of useless gift cards. I thought for sure Someone would honor my returns but neither Amazon nor Irving would take responsibility for the returns. Beware!! If you order gift cards from Amazon they will not accept responsibility for the return only keep the money you paid for them. And The Irving Company was just as useless. I have never had a problem with returns from Amazon in the past until this situation!!,Do Not purchase gift cards unless you know it is a place you are familiar with!!!!!,1485043200,
1.0,2,True,"07 20, 2010",A3BVWGJ6RB2BIC,B001GXRQW0,{'Gift Amount:': ' 75'},Dshap,Product took 2 weeks to arrive. How ridiculous it was just a gift card. Will NEVER order an Amazon gift card again.,ridiculously long delivery time,1279584000,
1.0,,True,"06 7, 2018",A1Z5D1ATTO87H8,B00MV9H6VY,,annchan,"Id give -10 if I could. It's a lie , says it can be used in Canada as well as USA. It can't.",Id give -10 if I could. It's a lie ...,1528329600,
1.0,2,False,"05 8, 2018",A2SPZUT44RFPBG,B004Q7CK9M,{'Gift Amount:': ' 350'},Thomas St Pierre,"Every time i choose an amount it changes to my ""congrats"" card to Happy birthday","... an amount it changes to my ""congrats"" card to Happy birthday",1525737600,
1.0,,False,"03 8, 2017",A16SIO4AEVRAL9,B00FJ4CDGQ,,Karmel Sowers,"This item was purchased as a Christmas gift.  When my son tried to use the subscription card (February timeframe), he got an error message saying that the card was ""invalid"" and couldn't be used.  Almost $60 wasted - thank you very much.",Card couldn't be activated after purchase,1488931200,
1.0,,True,"07 30, 2017",AI7MWESKMMBJD,B0078EPRPE,,Amazon Customer,Was sold a card with a zero balance. Wasted $50,"Perviously used card, ZERO BALANCE",1501372800,
1.0,,True,"07 23, 2015",AYXZ4GNRQL6I6,B0052A20TC,,francis e le jeune,Several problems No one I talked to gave me any correct info. . This caused me a lot of time to correct.,Several problems No one I talked to gave me any ...,1437609600,
1.0,2,False,"01 6, 2013",AX37DFQZCH6U1,B001GXRQW0,,dangonz87,"Received this product as a gift. I rubbed off the film that covers the claim code and the claim code rubbed away with it. The card can't be used without the claim code. Make a better card, Amazon.

I contacted customer service and I've basically been told that Amazon will have nothing to do with the card's replacement. I must contact the person who purchased it and that person must go back to he store that sold it to them. That person is 2 time zones away and we all live busy lives. The trouble it would take to make this happen is great and I'm sure Amazon knows it.

I think the maker of the shoddy product should accept reponsibility for selling lemons. Own up Amazon. I have the card and receipt. Why can't I ship the card and receipt directly to Amazon and have Amazon credit my account? How many other Amazon gift card recipiants will share the same experience and not be able to spend their Christmas gifts?

Shame on your response. The only way I can really protest is to do business elsewhere and spread word of your poor constomer service reponse.",Shoddy Product - Inept Customer Service,1357430400,
1.0,,True,"04 7, 2018",A1VR4KXO8TGR6Z,B00VF0NS9O,,LuHoli,"I never ordered or purchased this gift card, it was randomly sent to me. Cannot return this either, is this a ploy to force purchase on customers?","I never ordered or purchased this gift card, it ...",1523059200,
1.0,,False,"07 5, 2015",A3EPYRWMVSV343,B00B2TFSO6,,d.t.,"resending unclaimed cards is a BIG PAIN IN THE ***&&^^.
please address the gui/protocol.
d.t.",One Star,1436054400,
1.0,2,True,"07 31, 2014",ANW28ROWKGWCV,B00ADR2XIC,,Rachel,Very disappointed.  The white box is dirty... with some orange substance.  Now I have to go buy another box. Annoying.,Dirty box!,1406764800,
1.0,,True,"08 14, 2014",AQ7PB8W9206C0,B00BSXWNTY,,Pratibha Agarwal,"i did not get the card.
i book the card and purchased for hard copy delivered but the receiver did not receive.
where is it?",did not receive the card,1407974400,
1.0,,True,"12 27, 2015",A3VGBQ1PJRBU37,B00G4IV2VI,,Donna,"Ordered 4 e-gift cards in the morning. Checked back later that night, and 0 of the 4 sent. Spent an hour on the phone with customer service that night trying to get the gift cards pushed through... no one understood what was happening with the situation. Spoke to a customer service rep and a supervisor. Immediately after hanging up the phone, the gift card emails were sent to all 4 people, but when they tried to use the gift card it said ""invalid."" Called Amazon again to talk for another hour, and finally just said cancel the gift cards altogether. It was such an ordeal and ended up calling back two more times, for close to four hours total. Clearly others are having issues with the cards to. So the people I tried sending them to via email saw that I tried sending it to them, and I had to explain that they were invalid. Not worth the process of going through this. Might as well just snail mail people their gift cards.",Waste of time and money,1451174400,
1.0,,True,"11 28, 2017",A13HGT5J0ZBPUF,B01E4QPDV6,{'Gift Amount:': ' 50'},DB,"a promotional offer was associated with the purchase of this $50.00 gift card, stating that for a certain time period between November 1, 2017, and November 25, 2017, 11:59 PM (PT) there would be given a $15.00 credit on the Amazon account for said purchase.  I even received the email on November 27, stating that I had the offer on my account.  Yet I open the account to see no such $15.00 promotional balance there.",a promotional offer was associated with the purchase of this ...,1511827200,
1.0,,False,"12 28, 2016",A3QA61OXKBQBWI,B00AS527QW,,m,No movie theatre in our city takes this card. Why do you sell to someone who lives in a city where there is no Regal theatres? I called the phone # and couldn't find the balance on my gift card.  I wouldn't buy.,No movie theatre in our city takes this card. ...,1482883200,
1.0,2,True,"07 21, 2017",AXTMQR1HFYMRT,B00BXLTR6S,,Diana Ramirez,I tried to use the card and it tells me it's expired. Tried to call customer service but there was no answer.,Waste of money!!,1500595200,
1.0,2,False,"12 25, 2017",A3D1IVZHMN6F49,B00G3LBDDS,,Bill McGregor,"Bought this card for my son, a college student. It appears that Spotify has a rule that although they have my money, my son can't spend it on their site if he wants the student subscription to Spotify. So, he can either use the gift card but not get the student deal or get a worse deal and use the gift card. I WOULD NEVER HAVE BOUGHT THIS CARD IF I KNEW IT COULD NOT BE USED FOR ALL PURCHASES ON SPOTIFY.",he can either use the gift card but not get the student deal or get a worse deal and use the gift card,1514160000,
1.0,,False,"04 4, 2018",A1TOCN2STET2R4,B00BXLW0K8,,Natalie L,I tried to use mine but it said it had already been used at a spa on the other side of the country. I called spafinder and they refuse to do anything about it. Very disappointed in their lack of customer service.,Very disappointed in their lack of customer service,1522800000,
1.0,7,True,"08 28, 2015",A2X3785ZAWMDMT,B00ADR2XIC,,Amanda Makala,Cute box but mine looks like its been walked all over! How did no one see this before sending it out! Truly disappointed!!,Disappointed,1440720000,['https://images-na.ssl-images-amazon.com/images/I/71zU9MAVrNL._SY88.jpg']
1.0,2,True,"01 11, 2013",A2G93C0SVV1L6E,B007I0G9PU,,lovely,"I bought this as a gift, as it's a gift card. But, seriously $3 for shipping on something I could have bought at the starbucks around the corner and mailed with a stamp. Yawn. I hate Starbucks and how little my friend will be able to buy with it because it's starbucks. And, the fact that I got taken to the cleaners to have someone else send it to arrive, get this -- maybe LATE LATE next week. Nah, not falling for this crap scam again. Sorry, nice to have ""services"" in this world, but this ain't one of them.","SBUX NOT MY FAVE, But",1357862400,
1.0,,True,"06 27, 2016",A2PS1PYJBVIBQJ,B00HLAO65M,,B. R. Townend,"This is a review of the apparent lifetime limit of four Papa John's Gift Cards. Can't order more than four, ever apparently. I order 4 a week ago and now whenever I go to reorder them this seller does not allow it. They just get knocked out of my cart when I go to checkout. Used to order them 20 at a time, but now there's some limit? So you don't want my money? WTF?",Four Gift Card Limit,1466985600,
1.0,,True,"09 4, 2017",A35MC3N24EXKBS,B014S24DAI,{'Gift Amount:': ' 25'},kevin,"Offered 5 dollars back if bought this card
Never got the 5 dollars",One Star,1504483200,
1.0,,False,"09 5, 2018",A2SORIFRILCZ43,B01ESBMY3W,,Bob,"I followed the Redemption procedure for my new gift cards, and despite applying them at checkout, they were removed during payment processing. Essentially, AirBnB billed my credit card $150 extra and then left me with the unused gift cards again.  I've been going back and forth with customer service for several weeks trying to get some concession for this nonsense, but thus far i have not been successful.  To be clear, this is an Airbnb issue, not an Amazon issue.",Can't redeem gift cards,1536105600,
1.0,,True,"12 4, 2015",A20E8YIOCWQ1MY,B0091JKY0M,{'Gift Amount:': ' 50'},Andrea,"Hey there
I have just been informed that I have made the purchase of a gift card for $ 50. It strikes me because I did not make this purchase. I need to return this money.
On the other hand I come from this gift card and sent to an address where I no longer live ....
Please I need to know what happened",Hey there I have just been informed that I have ...,1449187200,
1.0,,True,"03 6, 2016",A1KS0D1FVE6D4,B0145WHTES,,Qurtob,"Extremely frustrating!!!  Instructions impossible to understand, won't buy one again.  Much easier to just send a check.  Product looked amateurish.","Extremely frustrating, Adobe required & a lot of fussing with it.",1457222400,
1.0,5,True,"10 28, 2017",A3635ZY0D3R3H8,B00JDQJZWG,{'Gift Amount:': ' 50'},Jo,This did not come in a cupcake tin as advertised. It was just a gift card.,No tin,1509148800,
1.0,,False,"12 20, 2014",A9YFLL9RIZKAN,B0091JKJ0M,{'Gift Amount:': ' 50'},R. Reed,I am very upset because a card was supposed to be included that said it was from my mother and it was not.  This caused confusion and unnecessary hurt in my family because the card said it was from me.  I was sending it on behalf of my mother because she is 88 years old and doesn't have internet.,Very necessary sentiments left out,1419033600,
1.0,,True,"12 19, 2017",A3KTDZ205F6I3D,B0091JKVU0,{'Gift Amount:': ' 0'},Jungmin,"Missing one gift card.
I'm not kidding about that.
I ordered 3 of this type and 4 of the other type.
But, I have only 6.",Missing one gift card. I'm not kidding about that ...,1513641600,
1.0,,True,"04 1, 2018",A3A1XGPL5X8CPH,B004LLIKVU,{'Gift Amount:': ' 50'},Abigail,"Hackers scammed me into giving them this, no way of getting it back.",One Star,1522540800,
1.0,,True,"11 18, 2015",A3I5DBKCUQQDRJ,B004LLILFA,,Christy Mason,I had a very frustrating experience trying to send this gift card. Probably won't do that again.,One Star,1447804800,
1.0,,False,"12 1, 2014",A1A37VWLDSRWZA,B004Q7CK9M,,Nick Wenzel,Went to buy item wouldn't let me buy items with my gift cards. SCAM!,One Star,1417392000,
1.0,,False,"01 21, 2018",A2KWH1UIS1SBFT,B00CXZPG0O,,Amazon Customer,There are no funds on card. I paid for nothing.,Scammed,1516492800,
1.0,,False,"01 25, 2015",A101Q5UBLTP2TT,B00PG40U9G,,Joy Price,The person I sent the gift card gets so much trash mail she assumed it was trash and dumped it in the trash.  Please make the notice about the gift cards visible as :GIFT CARD BEING SENT TO YOU.,Gift Card Email was considered trash.,1422144000,
1.0,,True,"11 30, 2013",A2QSYNOLM1UY4J,B00B2TFSO6,,Jessica Sattler,This card was sent to my mother. My sister borrowered her phone to otder one for her too and forgot to log out so when my mom redeemed the ecard the money went to my sister. Both my sister and I contacted amazon right away and the mistake still has not been fixed. I am not happy. Not at all happy.,unsatisfied,1385769600,
1.0,,True,"04 3, 2017",A1254QGVJWA7D7,B01FYJMJHI,,Nitin Kumar Garg,"I purchased 25$ gift card. I tried to use it in BroadWay Safeway,Highlands Ranch. No one in stuff knows how to use it. Really disappointed. Amazon can you refund my amount?",Worst Gift Voucher,1491177600,
1.0,,True,"05 6, 2017",A1SZLMN212P9AQ,B00MV9PB5C,,Amazon Customer,It was very misleading...25 bucks I'll never use.. came up as a reloadable visa gift card... yeah right.. not happy,"Misleading not what you think... don't even know how you xxcxccccc""cxxxxxxxxxxxxccxcxxxxxxx",1494028800,
